Full Journal Title	Journal Impact Factor
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS	2.733
MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY	2.733
Accounting Auditing & Accountability Journal	2.732
Journal of Cardiology	2.732
Current Atherosclerosis Reports	2.731
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES	2.731
JOURNAL OF SHOULDER AND ELBOW SURGERY	2.730
Endoscopic Ultrasound	2.728
JOURNAL OF SUBSTANCE ABUSE TREATMENT	2.728
EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES	2.727
JOURNAL OF AGRONOMY AND CROP SCIENCE	2.727
TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS	2.727
JOURNAL OF CHEMICAL THERMODYNAMICS	2.726
NDT & E INTERNATIONAL	2.726
WIND ENERGY	2.725
PAEDIATRIC AND PERINATAL EPIDEMIOLOGY	2.724
PANCREATOLOGY	2.724
PLANT PHYSIOLOGY AND BIOCHEMISTRY	2.724
OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY	2.723
Applied Psychology-Health and Well Being	2.722
ARCHIVES OF SEXUAL BEHAVIOR	2.720
Academic Pediatrics	2.720
IMMUNOBIOLOGY	2.720
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY	2.720
JOURNAL OF NEUROIMMUNOLOGY	2.720
ARCHIVES OF MEDICAL RESEARCH	2.718
FUZZY SETS AND SYSTEMS	2.718
Journal of Natural Gas Science and Engineering	2.718
Journal of Diabetes Research	2.717
ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH	2.716
Immunotherapy	2.716
Clinical Trials	2.715
MALARIA JOURNAL	2.715
COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS	2.714
EUROPEAN JOURNAL OF CLINICAL INVESTIGATION	2.714
JOURNAL OF FLUENCY DISORDERS	2.714
JOURNAL OF FLUENCY DISORDERS	2.714
MATERIALS CHARACTERIZATION	2.714
Primary Care Respiratory Journal	2.714
Project Management Journal	2.714
JOURNAL OF PHARMACEUTICAL SCIENCES	2.713
PARASITOLOGY	2.713
Cardiovascular Toxicology	2.712
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY	2.711
Journal of Hepato-Biliary-Pancreatic Sciences	2.710
ADVANCES IN THERAPY	2.709
PATHOLOGY	2.709
Journal of Global Health	2.707
Journal of Global Health	2.707
AUTONOMOUS ROBOTS	2.706
Mycotoxin Research	2.706
Journal of Cell Communication and Signaling	2.705
MIT SLOAN MANAGEMENT REVIEW	2.705
JOURNAL OF PHYSIOLOGY-PARIS	2.704
JAMA Facial Plastic Surgery	2.703
JOURNAL OF PROCESS CONTROL	2.700
FETAL DIAGNOSIS AND THERAPY	2.699
Diabetes Technology & Therapeutics	2.698
FITOTERAPIA	2.698
SUPPORTIVE CARE IN CANCER	2.698
Aesthetic Surgery Journal	2.697
SOCIOLOGY OF EDUCATION	2.697
JOURNAL OF NEUROSURGERY-SPINE	2.696
INFORMATION AND SOFTWARE TECHNOLOGY	2.694
JOURNAL OF BUSINESS AND PSYCHOLOGY	2.694
Interface Focus	2.693
TECTONOPHYSICS	2.693
Information Communication & Society	2.692
JOURNAL OF EUKARYOTIC MICROBIOLOGY	2.692
JOURNAL OF ORTHOPAEDIC RESEARCH	2.692
SECURITY DIALOGUE	2.692
COMPUTERS IN INDUSTRY	2.691
Economic Systems Research	2.691
ORGANIZATION SCIENCE	2.691
European Journal of Sport Science	2.690
Prehospital Emergency Care	2.690
Colorectal Disease	2.689
COGNITION & EMOTION	2.688
ELECTRIC POWER SYSTEMS RESEARCH	2.688
EXPERIMENTAL BIOLOGY AND MEDICINE	2.688
APPLIED GEOGRAPHY	2.687
GEOFLUIDS	2.687
JOURNAL OF CATARACT AND REFRACTIVE SURGERY	2.687
JOURNAL OF CLINICAL PATHOLOGY	2.687
JOURNAL OF LUMINESCENCE	2.686
ACCIDENT ANALYSIS AND PREVENTION	2.685
Crime and Justice-A Review of Research	2.684
Current Stem Cell Research & Therapy	2.684
SOLAR PHYSICS	2.682
ADVANCED ENGINEERING INFORMATICS	2.680
Progress in Brain Research	2.680
EXPERIMENTAL DERMATOLOGY	2.679
IEEE TRANSACTIONS ON INFORMATION THEORY	2.679
Journal of Occupational Health Psychology	2.679
Influenza and Other Respiratory Viruses	2.677
SENSORS	2.677
IEEE Geoscience and Remote Sensing Magazine	2.676
Journal of Transport Geography	2.675
HARVARD EDUCATIONAL REVIEW	2.674
NEUROIMMUNOMODULATION	2.674
Patient-Patient Centered Outcomes Research	2.674
Patient-Patient Centered Outcomes Research	2.674
Bioanalysis	2.673
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY	2.673
WORLD JOURNAL OF SURGERY	2.673
IMAGE AND VISION COMPUTING	2.671
JOURNAL OF VISION	2.671
MOLECULAR AND CELLULAR BIOCHEMISTRY	2.669
PSYCHOPHYSIOLOGY	2.668
PSYCHOPHYSIOLOGY	2.668
Applied Physics Express	2.667
JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY	2.667
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION	2.667
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION	2.667
SCANDINAVIAN JOURNAL OF RHEUMATOLOGY	2.667
Sociological Methodology	2.667
JOURNAL OF BIOMECHANICS	2.664
Gut and Liver	2.663
JOURNAL OF PERIODONTAL RESEARCH	2.662
Lithosphere	2.662
NETWORKS & SPATIAL ECONOMICS	2.662
ONCOLOGY REPORTS	2.662
PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE	2.662
HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE	2.661
LIQUID CRYSTALS	2.661
MINI-REVIEWS IN MEDICINAL CHEMISTRY	2.661
Socio-Economic Review	2.661
CHILD NEUROPSYCHOLOGY	2.660
ADVANCED POWDER TECHNOLOGY	2.659
COMPUTERS ENVIRONMENT AND URBAN SYSTEMS	2.659
CURRENT DRUG METABOLISM	2.659
INFLAMMATION RESEARCH	2.659
THEORETICAL AND APPLIED FRACTURE MECHANICS	2.659
AGING & MENTAL HEALTH	2.658
AGING & MENTAL HEALTH	2.658
Urban Water Journal	2.658
Cornell Hospitality Quarterly	2.657
Methods and Applications in Fluorescence	2.656
REPRODUCTION FERTILITY AND DEVELOPMENT	2.656
Substance Abuse	2.655
Substance Abuse	2.655
CONDOR	2.654
International Journal of Sports Physiology and Performance	2.654
Materials	2.654
EUROPEAN JOURNAL OF HAEMATOLOGY	2.653
PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS	2.653
MECHANICS OF MATERIALS	2.651
TETRAHEDRON	2.651
SYNTHESIS-STUTTGART	2.650
THROMBOSIS RESEARCH	2.650
BIOLOGY OF THE CELL	2.649
Earth Surface Dynamics	2.649
JOURNAL OF PHYSICS-CONDENSED MATTER	2.649
JOURNAL OF COMPOSITES FOR CONSTRUCTION	2.648
JOURNAL OF CRITICAL CARE	2.648
NEUROLOGIC CLINICS	2.648
Journal of Hospitality & Tourism Research	2.646
PLANT GROWTH REGULATION	2.646
BMC MICROBIOLOGY	2.644
SEMINARS IN REPRODUCTIVE MEDICINE	2.644
INTERNATIONAL JOURNAL OF FORECASTING	2.642
PROSTAGLANDINS & OTHER LIPID MEDIATORS	2.640
THEORETICAL AND APPLIED CLIMATOLOGY	2.640
JOURNAL OF HUMAN NUTRITION AND DIETETICS	2.638
AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH	2.635
IET Renewable Power Generation	2.635
APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS	2.634
CLINICAL AND EXPERIMENTAL RHEUMATOLOGY	2.634
MEDICAL ONCOLOGY	2.634
JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION	2.633
TRANSPORTATION	2.633
TRANSPORTATION	2.633
HARVARD INTERNATIONAL LAW JOURNAL	2.632
EPILEPSY & BEHAVIOR	2.631
JOURNAL OF TECHNOLOGY TRANSFER	2.631
JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS	2.630
UNIVERSITY OF PENNSYLVANIA LAW REVIEW	2.630
AUTOIMMUNITY	2.629
Plant Reproduction	2.629
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT	2.629
Technological and Economic Development of Economy	2.628
VETERINARY MICROBIOLOGY	2.628
VIRUS RESEARCH	2.628
ANNUAL REVIEWS IN CONTROL	2.627
ARTIFICIAL INTELLIGENCE REVIEW	2.627
PURE AND APPLIED CHEMISTRY	2.626
Automated Software Engineering	2.625
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY	2.625
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE	2.625
International Journal of Rheumatic Diseases	2.624
Neuroscience Bulletin	2.624
COMPUTERS & INDUSTRIAL ENGINEERING	2.623
Minerva Anestesiologica	2.623
HUMAN RELATIONS	2.622
Particuology	2.621
Clinical Neuroradiology	2.618
RESOURCES POLICY	2.618
MEDICAL PHYSICS	2.617
Administration and Policy in Mental Health and Mental Health Services Research	2.616
ENVIRONMENTAL GEOCHEMISTRY AND HEALTH	2.616
JOURNAL OF APPLIED PHYCOLOGY	2.616
MELANOMA RESEARCH	2.615
ALLERGY AND ASTHMA PROCEEDINGS	2.614
NEUROMODULATION	2.614
SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE	2.614
BMC Psychiatry	2.613
AMERICAN JOURNAL OF SURGERY	2.612
BMC Geriatrics	2.611
BMC Geriatrics	2.611
CURRENT PHARMACEUTICAL DESIGN	2.611
GEODINAMICA ACTA	2.611
Molecular Therapy-Methods & Clinical Development	2.610
ASTRONOMICAL JOURNAL	2.609
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE	2.609
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE	2.609
Current Oncology Reports	2.608
ECONOMIC JOURNAL	2.608
JOURNAL OF PHYCOLOGY	2.608
MedChemComm	2.608
MATERIALS AND STRUCTURES	2.607
Aerosol and Air Quality Research	2.606
CALIFORNIA LAW REVIEW	2.606
Obesity Research & Clinical Practice	2.606
Personality Disorders-Theory Research and Treatment	2.606
HYDROMETALLURGY	2.605
IEEE TRANSACTIONS ON ELECTRON DEVICES	2.605
MEMORIAS DO INSTITUTO OSWALDO CRUZ	2.605
MUSCLE & NERVE	2.605
ASTROBIOLOGY	2.603
Biointerphases	2.603
CULTURAL ANTHROPOLOGY	2.603
GEOSYNTHETICS INTERNATIONAL	2.603
GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS	2.603
JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES	2.603
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS	2.602
CONTROL ENGINEERING PRACTICE	2.602
HEPATOLOGY RESEARCH	2.602
JOURNAL OF ARCHAEOLOGICAL SCIENCE	2.602
JOURNAL OF ARCHAEOLOGICAL SCIENCE	2.602
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY	2.602
Social Psychology	2.602
Annual Reports on NMR Spectroscopy	2.600
COMPUTERS & OPERATIONS RESEARCH	2.600
Journal of International Management	2.600
JOURNAL OF BIOTECHNOLOGY	2.599
JOURNAL OF MATERIALS SCIENCE	2.599
Anti-Cancer Agents in Medicinal Chemistry	2.598
INTERNATIONAL JOURNAL OF ENERGY RESEARCH	2.598
Neonatology	2.598
Bone & Joint Research	2.597
ANTIVIRAL THERAPY	2.594
Journal of Energy Chemistry	2.594
Weather Climate and Society	2.594
Weather Climate and Society	2.594
JOURNAL OF SOUND AND VIBRATION	2.593
Journal of Clinical Neurology	2.593
MULTIVARIATE BEHAVIORAL RESEARCH	2.593
MULTIVARIATE BEHAVIORAL RESEARCH	2.593
EUROPEAN ADDICTION RESEARCH	2.592
EUROPEAN ADDICTION RESEARCH	2.592
Environmental Science-Processes & Impacts	2.592
World Neurosurgery	2.592
DERMATOLOGIC CLINICS	2.591
Emotion Review	2.591
Optical Materials Express	2.591
INFLAMMOPHARMACOLOGY	2.590
PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY	2.590
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS	2.590
SURFACE & COATINGS TECHNOLOGY	2.589
VIRGINIA LAW REVIEW	2.589
JOURNAL OF PHYSICS D-APPLIED PHYSICS	2.588
Pharmacological Reports	2.587
AMERICAN JOURNAL OF HEALTH PROMOTION	2.586
GENERAL AND COMPARATIVE ENDOCRINOLOGY	2.585
FUTURE OF CHILDREN	2.583
ANNALS OF EPIDEMIOLOGY	2.582
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY	2.582
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY	2.582
APPLIED GEOCHEMISTRY	2.581
Clinical Interventions in Aging	2.581
EUROPEAN JOURNAL OF PROTISTOLOGY	2.581
Journal of Pain Research	2.581
NEUROCHEMICAL RESEARCH	2.581
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS	2.581
BULLETIN OF VOLCANOLOGY	2.580
Frontiers of Physics	2.579
PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY	2.578
AFRICAN AFFAIRS	2.577
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT	2.577
MECHANISM AND MACHINE THEORY	2.577
COPD-Journal of Chronic Obstructive Pulmonary Disease	2.576
CURRENT PROTEIN & PEPTIDE SCIENCE	2.576
Food and Bioprocess Technology	2.576
JOURNAL OF BIOENERGETICS AND BIOMEMBRANES	2.576
BOUNDARY-LAYER METEOROLOGY	2.573
Innovative Food Science & Emerging Technologies	2.573
PSYCHOTHERAPY	2.573
MATERIALS LETTERS	2.572
AGRICULTURAL SYSTEMS	2.571
Cyberpsychology Behavior and Social Networking	2.571
DISEASES OF THE ESOPHAGUS	2.571
ADVANCES IN ANATOMIC PATHOLOGY	2.570
AQUACULTURE	2.570
PREVENTION SCIENCE	2.570
ENGINEERING GEOLOGY	2.569
Radiation Oncology	2.568
DIFFERENTIATION	2.567
International Journal of Clinical and Health Psychology	2.567
Marketing Theory	2.567
JOURNAL OF MECHANICAL DESIGN	2.565
SAUDI JOURNAL OF BIOLOGICAL SCIENCES	2.564
EUROPEAN SPINE JOURNAL	2.563
CHRONOBIOLOGY INTERNATIONAL	2.562
CURRENT TOPICS IN MEDICINAL CHEMISTRY	2.561
DIAMOND AND RELATED MATERIALS	2.561
Journal of Prosthodontic Research	2.561
International Journal of Social Robotics	2.559
NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY	2.558
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND	2.558
JOURNAL OF SEPARATION SCIENCE	2.557
EUROPEAN JOURNAL OF CANCER PREVENTION	2.556
POLYMER SCIENCE SERIES C	2.556
PSYCHOTHERAPY RESEARCH	2.556
JOURNAL OF VOCATIONAL BEHAVIOR	2.555
JOURNAL OF NEUROSCIENCE METHODS	2.554
GEOTHERMICS	2.553
HISTOCHEMISTRY AND CELL BIOLOGY	2.553
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY	2.552
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY	2.552
Materials Science and Engineering B-Advanced Functional Solid-State Materials	2.552
PHARMACOEPIDEMIOLOGY AND DRUG SAFETY	2.552
PUBLIC UNDERSTANDING OF SCIENCE	2.552
BRITISH JOURNAL OF HEALTH PSYCHOLOGY	2.551
MYCOLOGIA	2.550
Research in Organizational Behavior	2.550
SYSTEMS & CONTROL LETTERS	2.550
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE	2.549
RESEARCH IN MICROBIOLOGY	2.549
REVIEWS IN THE NEUROSCIENCES	2.546
JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY	2.545
Parasite	2.545
Reviews in Fisheries Science & Aquaculture	2.545
PSYCHOLOGY OF ADDICTIVE BEHAVIORS	2.543
AMERICAN JOURNAL OF NEPHROLOGY	2.542
IEEE Journal on Emerging and Selected Topics in Circuits and Systems	2.542
Endocrine Connections	2.541
HEALTH & PLACE	2.541
HEALTH & PLACE	2.541
Journal of Infrared Millimeter and Terahertz Waves	2.540
JOURNAL OF SPORTS SCIENCES	2.539
RADIATION RESEARCH	2.539
CHEMICAL ENGINEERING RESEARCH & DESIGN	2.538
Journal of Parkinsons Disease	2.538
COGNITIVE AND BEHAVIORAL PRACTICE	2.537
Journal of Family Nursing	2.537
Journal of Family Nursing	2.537
LASER PHYSICS LETTERS	2.537
Strategic Entrepreneurship Journal	2.537
FOREIGN AFFAIRS	2.536
Globalization and Health	2.536
Globalization and Health	2.536
IET Control Theory and Applications	2.536
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS	2.536
MOLECULAR AND BIOCHEMICAL PARASITOLOGY	2.536
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY	2.536
Biomicrofluidics	2.535
Cellular and Molecular Bioengineering	2.535
Clinical Genitourinary Cancer	2.535
COMPUTERS & GEOSCIENCES	2.533
IEEE Antennas and Wireless Propagation Letters	2.533
NURSE EDUCATION TODAY	2.533
NURSE EDUCATION TODAY	2.533
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES	2.532
MICROCIRCULATION	2.532
Journal of Sport and Health Science	2.531
Journal of Sport and Health Science	2.531
WEAR	2.531
JOURNAL OF BIOMEDICAL OPTICS	2.530
CONTINUUM MECHANICS AND THERMODYNAMICS	2.529
COMPUTATIONAL LINGUISTICS	2.528
COMPUTATIONAL LINGUISTICS	2.528
IEEE SIGNAL PROCESSING LETTERS	2.528
Journal of Aerosol Medicine and Pulmonary Drug Delivery	2.528
Maternal and Child Nutrition	2.528
PSYCHIATRY RESEARCH	2.528
PSYCHIATRY RESEARCH	2.528
JOURNAL OF NEURORADIOLOGY	2.526
RESTORATIVE NEUROLOGY AND NEUROSCIENCE	2.526
SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY	2.526
PULMONARY PHARMACOLOGY & THERAPEUTICS	2.525
GENES AND IMMUNITY	2.524
JOURNAL OF GENE MEDICINE	2.524
Journal of Neurologic Physical Therapy	2.524
CLINICAL OTOLARYNGOLOGY	2.523
PRENATAL DIAGNOSIS	2.523
PROTEIN SCIENCE	2.523
Annual Review of Vision Science	2.522
JOURNAL OF SOILS AND SEDIMENTS	2.522
INFORMATION SYSTEMS FRONTIERS	2.521
CHEMICAL SENSES	2.520
Critical Care and Resuscitation	2.520
INTERNATIONAL ORTHOPAEDICS	2.520
Transportmetrica B-Transport Dynamics	2.520
Transportmetrica B-Transport Dynamics	2.520
Cardiology in Review	2.519
ECONOMIC GEOLOGY	2.519
BIRTH-ISSUES IN PERINATAL CARE	2.518
BIRTH-ISSUES IN PERINATAL CARE	2.518
RISK ANALYSIS	2.518
RISK ANALYSIS	2.518
HUMAN DEVELOPMENT	2.517
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY	2.517
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY	2.516
Computer Networks	2.516
Current Drug Delivery	2.516
JOURNAL OF COUNSELING PSYCHOLOGY	2.516
PEDIATRIC NEPHROLOGY	2.516
PEDIATRIC BLOOD & CANCER	2.513
IEEE SENSORS JOURNAL	2.512
WEST EUROPEAN POLITICS	2.512
JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY	2.511
CANCER CAUSES & CONTROL	2.510
International Journal of Endocrinology	2.510
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES	2.510
INTERNATIONAL JOURNAL OF MULTIPHASE FLOW	2.509
MAMMALIAN GENOME	2.509
MUTAGENESIS	2.507
CNS & Neurological Disorders-Drug Targets	2.506
SCIENCE EDUCATION	2.506
NEURAL COMPUTING & APPLICATIONS	2.505
PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2.504
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE	2.503
ENZYME AND MICROBIAL TECHNOLOGY	2.502
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE	2.502
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE	2.502
MEDICAL TEACHER	2.502
LEUKEMIA RESEARCH	2.501
Advances in Carbohydrate Chemistry and Biochemistry	2.500
COMMUNICATIONS IN MATHEMATICAL PHYSICS	2.500
European Journal of Health Economics	2.500
HERPETOLOGICAL MONOGRAPHS	2.500
JOURNAL OF BEHAVIORAL MEDICINE	2.500
Journal of Studies on Alcohol and Drugs	2.500
Journal of Studies on Alcohol and Drugs	2.500
MACROMOLECULAR CHEMISTRY AND PHYSICS	2.500
REVIEWS ON ADVANCED MATERIALS SCIENCE	2.500
Water Alternatives-An Interdisciplinary Journal on Water Politics and Development	2.500
Water Alternatives-An Interdisciplinary Journal on Water Politics and Development	2.500
SENSORS AND ACTUATORS A-PHYSICAL	2.499
SPINE	2.499
COMPUTER VISION AND IMAGE UNDERSTANDING	2.498
Frontiers in Bioscience-Landmark	2.497
PROCESS BIOCHEMISTRY	2.497
MECHATRONICS	2.496
JOURNAL OF APPLIED CRYSTALLOGRAPHY	2.495
Journal of Inflammation-London	2.495
Pain Practice	2.495
Clinical Lymphoma Myeloma & Leukemia	2.494
ULTRASOUND IN MEDICINE AND BIOLOGY	2.494
IEEE Transactions on Human-Machine Systems	2.493
PARASITE IMMUNOLOGY	2.493
PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING	2.493
JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH	2.492
IEEE-ACM Transactions on Audio Speech and Language Processing	2.491
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR	2.491
Ecosphere	2.490
Human Gene Therapy Clinical Development	2.490
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS	2.490
BioEnergy Research	2.487
Frontiers in Neurorobotics	2.486
NEUROPEPTIDES	2.486
PEDIATRIC INFECTIOUS DISEASE JOURNAL	2.486
TOPICS IN CATALYSIS	2.486
BMC IMMUNOLOGY	2.485
IEEE TRANSACTIONS ON NANOTECHNOLOGY	2.485
SIAM Journal on Imaging Sciences	2.485
Journal of Building Performance Simulation	2.483
COMPARATIVE POLITICAL STUDIES	2.481
European Management Journal	2.481
JOURNAL OF NEUROSCIENCE RESEARCH	2.481
Pituitary	2.481
QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING	2.481
ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA	2.480
Cancer Control	2.480
DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS	2.480
CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA	2.479
Health Reports	2.479
Health Reports	2.479
CLINICAL RADIOLOGY	2.478
Cardiovascular Therapeutics	2.478
Journal of Evidence-Based Dental Practice	2.477
Biomed Research International	2.476
INTERNATIONAL JOURNAL OF MODERN PHYSICS D	2.476
International Business Review	2.476
Journal of Patient Safety	2.476
Journal of Patient Safety	2.476
APPLIED VEGETATION SCIENCE	2.474
CYTOMETRY PART B-CLINICAL CYTOMETRY	2.474
JOURNAL OF DAIRY SCIENCE	2.474
BIOLOGICAL INVASIONS	2.473
FLUID PHASE EQUILIBRIA	2.473
SOFT COMPUTING	2.472
JOURNAL OF HUMAN GENETICS	2.471
LARYNGOSCOPE	2.471
Biomedical Materials	2.469
JOURNAL OF QUATERNARY SCIENCE	2.469
INFECTION	2.468
INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE	2.468
NUTRITION IN CLINICAL PRACTICE	2.468
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY	2.467
POLITICAL COMMUNICATION	2.467
BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS	2.466
CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES	2.466
ANNALS OF PHYSICS	2.465
MOLECULAR BREEDING	2.465
PLATELETS	2.465
JOURNAL OF GEOCHEMICAL EXPLORATION	2.464
JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING	2.464
POLYMER TESTING	2.464
JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE	2.463
EUROPEAN JOURNAL OF RADIOLOGY	2.462
SOCIAL NETWORKS	2.462
Journal of Ovarian Research	2.461
Quaternary Geochronology	2.460
CURRENT PHARMACEUTICAL BIOTECHNOLOGY	2.459
Journal of Neurogastroenterology and Motility	2.457
MARINE CHEMISTRY	2.457
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT	2.456
JOURNAL OF MEDICAL SYSTEMS	2.456
SOLVENT EXTRACTION AND ION EXCHANGE	2.456
Bulletin of the Astronomical Society of India	2.455
ISRAEL JOURNAL OF CHEMISTRY	2.455
JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY	2.455
MEDICAL CLINICS OF NORTH AMERICA	2.455
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS	2.454
LUPUS	2.454
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES	2.454
BEHAVIORAL NEUROSCIENCE	2.453
OCULAR IMMUNOLOGY AND INFLAMMATION	2.453
AAPS PHARMSCITECH	2.451
Current Issues in Tourism	2.451
International Journal of Advertising	2.451
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY	2.451
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY	2.451
ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE	2.450
CITIES	2.449
IEEE Wireless Communications Letters	2.449
ACTA MATHEMATICA	2.448
BMC BIOINFORMATICS	2.448
SEIZURE-EUROPEAN JOURNAL OF EPILEPSY	2.448
JOURNAL OF ECT	2.447
JOURNAL OF ECT	2.447
JOURNAL OF EPIDEMIOLOGY	2.447
NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL	2.447
TAXON	2.447
Journal of Space Weather and Space Climate	2.446
MATERIALS RESEARCH BULLETIN	2.446
MATHEMATICAL PROGRAMMING	2.446
EUROPEAN JOURNAL OF SOIL BIOLOGY	2.445
COMPUTER-AIDED DESIGN	2.444
EUROPEAN JOURNAL OF INORGANIC CHEMISTRY	2.444
JOURNAL OF BIOMOLECULAR SCREENING	2.444
JOURNAL OF PEDIATRIC PSYCHOLOGY	2.444
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY	2.444
JOURNAL OF SYSTEMS AND SOFTWARE	2.444
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH	2.444
R & D MANAGEMENT	2.444
Reproductive Sciences	2.443
Chemistry Central Journal	2.442
Journal of Atherosclerosis and Thrombosis	2.442
Human Resource Development Quarterly	2.441
Ecology and Evolution	2.440
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY	2.440
BRAIN AND LANGUAGE	2.439
BRAIN AND LANGUAGE	2.439
JOURNAL OF MARINE SYSTEMS	2.439
ACTA ANAESTHESIOLOGICA SCANDINAVICA	2.438
EARLY CHILDHOOD RESEARCH QUARTERLY	2.436
BMC Pulmonary Medicine	2.435
SYNTHETIC METALS	2.435
CLINICAL BIOCHEMISTRY	2.434
